customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
92ac000d2f928f22b64ae50dc34f652f,c3e5206cdb1a0a23a38c01fe7ba95da6,30130,belo horizonte,MG
2df6fa407bea6af2e165b3dc8355d382,7f0b669932ffd8ac97d38b4dec098e47,34002,nova lima,MG
97f0b42943a89b0d5af2e2924481a1b4,889ca357651222fc08560aa20b75f59b,3689,sao paulo,SP
b97527f774f4348a051175eefe8e7047,e91d99078659be9b7b474bd69cb53ac3,13070,campinas,SP
9fe7ac7180ac1ee5482b89b07f7b7737,86eeac369ea14ddf7a454a0ce003e5c6,4728,sao paulo,SP
dd3926dff45a3459c4bdac0b58a2a0bf,923bbadc05e0de833a6ea5e3d546c4d0,5727,sao paulo,SP
c421c11493ae12b2aa0d0e455f015299,15c9f1f3d32d5226f79571a100a8f7fe,5271,sao paulo,SP
fa8c1b0cc3867a62150b15d907f94382,a3f90ba3fa24d9ec5cee857de2f2e92b,13254,itatiba,SP
80b86a02fc5a84c2fe32d9884a5f02f1,0688198ee392c92540c81f5a3f2b3655,38408,uberlandia,MG
16474d0d0fb3c08f805bc4de00cea8c1,12d9e338f349a4d5ba7ebedf1f93b26f,20715,rio de janeiro,RJ
ae93d71344619ff965081e7e57c94788,eca3a8926046168aff9d798845a45446,22450,rio de janeiro,RJ
0603e61027d99341d08fa2c64fdf5915,807296d62da788dec65e395496233222,7434,aruja,SP
fc39afc06082ea33d82e5c4b4c6e94d5,a5c806ebe5b25d0ab1e7f0da0e17d6bc,9667,sao bernardo do campo,SP
72fcbb1145f2889eddcba6d6c1d6c090,0408706c63edeca6b44b24f6f077aa47,83602,campo largo,PR
eab62436056c6ce3853a17dd6892951a,979243d8d465d002397d1e5febd19a31,3068,sao paulo,SP
90b17430567733d3e005cc92466c213a,78791713501b5a7de9d65ff42dcdb016,70701,brasilia,DF
812db10465ec8fed84262db66f615f87,4c0aa4a0808110794130a1735a751aea,39460,manga,MG
3da77d06455b633b2d7e79511d75f76e,d51d89c1fdfb1b34ee7eeb27be52bae4,13274,valinhos,SP
1c9e4589fd7fa6552ce6e19f4e9f1746,4b3f881316f66630e2dc4868efd08e55,90510,porto alegre,RS
ad575c56bac677400aa8cbaca2d8446d,5e8daf8c56e7ea57b7b508ea39d345c6,30411,belo horizonte,MG
fb8b8298c590af3ee3169596c5ec2114,ef1c2fafea5285a4bfb61386bc5e3154,4305,sao paulo,SP
5fff39f1b59dc4d2fb96c9f19b9a484e,c71c9304453701631f589b64d6aa5dce,47850,luis eduardo magalhaes,BA
ae5ebdc6de8a5f0bb49b5a3cb50c661d,8662cfd7c896db5d197d2df12ae06bd6,16600,pirajui,SP
b2de21eac1284b5492269771d68da739,932be2b0f01a39dfb24c2af8299a6e80,13500,rio claro,SP
8aac7e3ddd515089585bbab2b7d85aa8,1d34beeda3b2d9a16c418c0d1419bdea,45710,itororo,BA
524fb99dd1c0c28f8b9b9d33f38c7b13,032e4efa58936187018b68818b0f49c4,98300,palmeira das missoes,RS
42ec6e7b9d6b378c51d60ee3d0d65b30,47241156f53adb201a393df4569ed484,80730,curitiba,PR
ff1a56726b7ea149c7423865609cc0c8,fb48b86d9a78b53675c121e4ec8981ed,21220,rio de janeiro,RJ
4274d726e175b67d5a1893ea0fa4e1a9,f152e6e63c0a4d7958c5a5ccc09d6206,55660,bezerros,PE
6b0135fff11f14781d72fc93315eec54,37cf7c94e4f9624b4507713dc6a58fab,35588,arcos,MG
99b1950e7fcf9d753b721988c2eb724e,37d3dfcbb848287358251bcb27953cbc,9619,sao bernardo do campo,SP
1b9506de3da8fd318853195b13fb2dda,fd01a8dd276ac93aec73fde385389de9,1451,sao paulo,SP
ec8fc917ae3db1dcd518ce839aa26584,cdfcb6808ed50ff089050cedf97c0fa0,73040,brasilia,DF
7f9cf0ed8393054038c883ea7171ea8c,4c78e1b1723e4144f76a00609f312fc2,87900,loanda,PR
be5b31d927c5966440f2826da46e6449,90e1f0d98aa33c74e43fb62004a829dd,64049,teresina,PI
115eb2fbfc2d8446a2a6d38a0d800c6a,3565906973c459aa065d735bc52ac2b9,88133,palhoca,SC
39d5be86f1b2c886e37fde07eaffd537,1b9c0951f6e51a50af8587aac775139b,17210,jau,SP
6603ae268d9d38a828d348fd2ea7ab8d,5ff5ee62ebd03a9ade4bb576f7f1e483,36202,barbacena,MG
f2ef4ea65c9d748b559c450074db04d4,c660e7ba7fd1e40024cdaa211a4ecbb1,3953,sao paulo,SP
2cdced5335b76d6e563bfa3a40bcf7a4,3894c7d8e29573e308ebc285ecd61d39,84220,senges,PR
0d3740ed03979ba91a9cb4eb6300dd49,21b890a8701db02f2107d0da119edc67,13310,itu,SP
91d77116484e151dafb5510b82c22eac,01007ebf75cabcd9d81d1aac37b278ca,12237,sao jose dos campos,SP
1ab1cdf0251ee60790cac24a399bbe41,a1c7e4cc4341714f3ffac74ae7f909b4,87083,maringa,PR
d8f4f31d3c53ea3bcbaad5249591871b,5bd6c03585f70d7c822c736ccaa053ad,75133,anapolis,GO
8c7e8c23615d33fffa609b8702645cb6,1a36d4ff0116a6903cfacce00fee523f,88133,palhoca,SC
215db0d9420c188518c58426fc946c9a,84719028dec21814e9a26fbfc82f3633,91260,porto alegre,RS
7d03d567ff50c1fb0e43724bf5f92fe7,c0b6dee0c3c0c94972417c338b925637,13150,cosmopolis,SP
852947b57caab58c544343592f5e06d2,4f6d635ff2fd4e30ff5369a7b943eb22,8340,sao paulo,SP
76151a775ac037b2e2acea0033ad43e4,d339ed835c9d8fd6b1e3c5cb60850bc5,9571,sao caetano do sul,SP
def2837c388d3254b44cc238dfaaa628,e12de94bb753d1bf027df4aa95212a6c,9720,sao bernardo do campo,SP
04c6e463d6568c157c2b96e5a4e34a23,ad364a72320b9cc9fa436bce66ef8184,2366,sao paulo,SP
e5e50b9e762526a12499a7bb4e97a862,0c4266dc13e119f7b8d87ec0f31f3439,29055,vitoria,ES
bf7829c59bdda3409fdb934815d53836,ac9ec8cf5ffa30efdb78abc6c2239e88,30170,belo horizonte,MG
caafbaf20864b4b9ce101b71a74677e7,8f9d4a5f98697f8b905a7eb0a1352a81,4534,sao paulo,SP
6e340889d05dbbe467a8de3ac31ba55c,513716fd55dc94ade4802ea4f73a3dab,13212,jundiai,SP
685bdb800c0df843bb14d7a7a241c0df,2b09ef35e74a0c582c8d846bcb5b7665,36305,sao joao del rei,MG
ada98c5815c41b1489a6b5761a36655e,be9f69243b876464c5ce479be020eede,11050,santos,SP
46c8678b6afe29d90d3142f31ff01791,dd9b235dbe7d48c82caca4da097a2240,13560,sao carlos,SP
84b3985a451fbc57255b5f65c2763cca,d335baecca5030833f520b089d1f5de0,86065,londrina,PR
30d149ba8c3793107e4829a8aaa4406f,47c89a36acb8a73127ec91d0542289b5,1035,sao paulo,SP
a03d07bf4aa2b1c94d11585aacbdaac2,bb58670190dba4e9b320f84cb98317a3,28990,saquarema,RJ
4a2231202fbd4dfb5678c0241d7cf141,c55d3a40c29291e294061276caa65dfb,2306,sao paulo,SP
098c4d55ae6761b13901be67e6f22ac1,82e96180bc6414637a1c25c69d36037e,22713,rio de janeiro,RJ
d79fb17b8cca444c9a779a23137074c6,6788c2de733d940f2a56920fd7054a9c,35420,mariana,MG
86f4aa9faf5fd1c55a84b395183c8619,70f009722a7cd15568c58cb753ff4399,56400,floresta,PE
1b36cf62ae1e4c76b0be903a75c4d52c,591caa52421a11f48900563773d0a188,41925,salvador,BA
08b9cbfbf948ebc2dc43212aa3b5a2a2,553b07cb90e5a17d748dbcf842c00118,19042,presidente prudente,SP
0e3fea1b0f292d71f5e8750446801344,d8ba077744ee4b11f6445d54fadc7c17,13930,serra negra,SP
187eff014e217a4f13317d72024f4a93,47d794d3b9191cca973e14771f951dc4,26600,paracambi,RJ
9800729155e4255834b080a60b6bcda9,bafbbaf0345497c9e80502a08fad4a55,21320,rio de janeiro,RJ
6233e1c1b76b3f0e1527afdd8db0c7a1,aad99270bc43606a7af9647b7a7de9e4,96077,pelotas,RS
4c756c39c13545719a2953df112e4e90,f065c58f598684358eb6d2bc13e67ca9,22775,rio de janeiro,RJ
5f2cfa9c8c34ab5d785fbf253c63b930,ce53d0436a0b5d49e67638cb97d715fb,9130,santo andre,SP
67991d4b892a4fd507c46e42e256a041,793b11a5b927a84255954ed767754d1e,20540,rio de janeiro,RJ
f936ee0917d5d6e40833918f8672ced0,d052fe86655dae0e952c1bacbbb99d7a,12235,sao jose dos campos,SP
db76ebd0d51c2b3cc44d84cd6df46336,22b05429f5f6165b033dd8ee7cee1150,37701,pocos de caldas,MG
0258af3a8301a7331edc8ba02da35b7c,38fb5f8b5cffb733ba60c32cbb6e80f3,60811,fortaleza,CE
6d67d2bbd339e5ce434c5bcf85bd654b,6143af65fa3b3ba78098b7117ef00d23,72425,brasilia,DF
14e237fe96e5b5c7c4cf9ac6c2f5d60e,8cda1c465f7a60605d4441dd8276d03b,6816,embu das artes,SP
7974eb74e94d3f3e1031f74d1b97ea5e,fde3e12f9fc7b5df5946a9c8256afe61,12220,sao jose dos campos,SP
4869c2c49b393e96bac32c0f844d9cd5,b3f022d93fd7d29a984acb2470b83791,32340,contagem,MG
7b7ba1ea7b27f88bba9a40beb28b0520,3e9c6b78c5f04621fa3efb18433e0df3,4548,sao paulo,SP
116a19a0ae346ac667f771936ff445bb,b2112b3b9339f6532b94e5a64c61dab8,12500,guaratingueta,SP
461ef2a952bc2e913cf440163e85a4de,9bef45d7ac9f669b72c4360f2e4bc4c1,36970,manhumirim,MG
f48c503766cc6385fe6947e623c20b65,5b2f88631e76ec357578704f3a123737,91791,porto alegre,RS
6668dac2eb65c90a4b5662e8d5a38514,f0b7acd2e2d0980cde86801f38ee0e6f,37795,andradas,MG
848a418025af5ffbbadfdedd85081da7,0ce904893f0560890d2f0d063a30ddb6,13482,limeira,SP
0c61d5a89f3c2614ad54d1db39a03186,39d6e50625a51a618c2cf02a026231c1,22610,rio de janeiro,RJ
49c6a9bd8786031fa02ef67014dd2bc1,192cebe1ce37dd56b81350bf2d371dbc,4102,sao paulo,SP
5f4b2469ef500958180a1e9bd6edd1fc,dd041c565b59e0e93cd10371d4e21a9c,18061,sorocaba,SP
847bf1bfd5767bd38113d9324e29b59a,6845b26cd877899e09fe743ab15c1a63,22011,rio de janeiro,RJ
d57230d9d905c3efa3f8d07284c69167,11dabe1669e29dba5a0874caa569be29,38180,araxa,MG
321e587bfd564d724fa0883998543eac,280f5ea9dbaf92b0f6deb78d8551952f,15054,sao jose do rio preto,SP
25d1a8eaa40b155630ad44faa4b38e40,690c7559d9d62f2464c47042a655bf57,57935,paripueira,AL
dfbfddf21e93f87163d8695b85506112,4f853e8ca227c6f7fd20adcd785ba0a9,18708,avare,SP
5e3f472fbaeca6350f1d9d3072293f31,41ad638a2d5176da0eb0de9e177f880a,94960,cachoeirinha,RS
66e8039d5fddd75067de6b08e4bb22e7,bf6d9bf8866ac722b1033fe81229a233,38304,ituiutaba,MG
ad5303ccc4b7f49cbe9767f6a88515d7,16c76c75cc2f6312bc921309ee30ade8,40720,salvador,BA
468c4f2750adc583cfca2f7223d7ebff,51c2f039f08424330a6bbba4c9949d98,13348,indaiatuba,SP
a32e9f128bf594a9f10ca06f147b4719,04964ca17488b76124c740071931f90c,1226,sao paulo,SP
c6fb5870c31ffb62f86cc2b9a8f09921,974444820df2071adf9a67db0a5a29d9,87600,nova esperanca,PR
40c2d7b6a7c12eac3403a30fce65d3d8,feb5c47a617972ee276d95775a34d494,73700,padre bernardo,GO
0a03d3b2becf1e6ede584a394d562c45,e39a7d7fd722668fe4c6b9873ee72638,67120,ananindeua,PA
5d4363d5a615f41111dd0cd8f0969780,96e7c164f57fe5210f73c9ab17da3080,95910,lajeado,RS
2f95fc8f86679d432d77e9d0316fac48,101968800abfdd1b81ae25d804eadafb,19300,presidente bernardes,SP
6da199107f9bca1b26fe1fdac3937f6a,2bf97f7ad0865d494796787cc7cf1fe8,22610,rio de janeiro,RJ
f01c52a4a145463aae16a5017f50f11d,69ae560f1f5448b1c3b9ae3e619808af,22713,rio de janeiro,RJ
431bbb57d52f3141ab2f33a6a4cf00a6,b162f904785d797290eebca549a1abb6,38400,uberlandia,MG
2c4693a01b0b1bad9bc86176e9827af5,33f92c3d64fe0986abe1c5f40baf0165,96215,rio grande,RS
d9aa0fd51600102c2e7bdf3bf1649250,46799d0831910f2c477c49a994961510,35588,arcos,MG
1239e518e80247840cd399727eb244a5,19f735a9a58a187253055f9d4bcc2bb6,12608,lorena,SP
fb82c16095041173ef2fcda3f8437f40,a7f45c1961dbd98e7a14f3d38ea11c06,9726,sao bernardo do campo,SP
71b3c28ced6fa14321a92998ecd717e2,ec59dafb5820ce13fcc2fd6402be9b54,86801,apucarana,PR
61465bf7dcc3dc596693c6ae259c171c,09dbe1dd4da682e97b14151ff8677f34,11325,sao vicente,SP
52bd7ca97f7ad5da8b25ddda59eb33f8,773be09978771b203928da3b2091ec2d,13213,jundiai,SP
5dab1c2427a8dbb2554e753cb415e222,cfdaaa0caea59b06efb4b0fb8c700684,19260,mirante do paranapanema,SP
d9e05844502fb02690842f8397e40b78,b64b51617120648f889d1112f3a71e6f,8280,sao paulo,SP
9c37d4ec00a84ef53bbbe5aa579b0eb8,3d7b5cfc78529ca32eea645f2dee555a,27336,barra mansa,RJ
6ccb997c97b0734228b454ba220ed00e,6eb9314151358fa3229b370c00fa289d,3282,sao paulo,SP
3b8f54691f57c3da431d79aa017232dd,5f241b7659042015a3c45005ef37c0ec,42709,lauro de freitas,BA
cc7770f5337f37b9cdf0294201826302,21ac2a805b374c2aa44d6a5301a1b4a9,28660,bom jardim,RJ
af046fdbbda4a307d96801ebe61482c4,0fdc0d21e1983e8af4d399e17671f76d,32315,contagem,MG
b885ad8fbf6695694d6a5724d4681cac,75f15790b1852b42b1dbf645d98ffa1c,29285,piuma,ES
a86b68dd9da561c8b4cf830e2f0f47a3,417b909c0962b2610f1cfeb1c1478986,41810,salvador,BA
2ebf822bbf33241c7bffb42235519f92,bdb88619ffe5ca24fa5732468bd34573,37704,pocos de caldas,MG
c689ee4a546a41ccfc8b40c7752bef45,51bfbaee00332bc4b92c8fb31a931948,23580,rio de janeiro,RJ
502bb2b647bf2cd2b55e73381cb9699c,88607ce3a266c48ee56db9695bff9dd6,6436,barueri,SP
26d51363d20344386df9fb922a155a26,d75df1ae5a9ccbe03ab5d9c4430a24b9,36140,lima duarte,MG
a753155288fad08f8802c3b2d2b243df,7c0e2a8adb00075cb0e0bbc19175c878,73105,brasilia,DF
b81371f334909da18f8ff659478c6ddf,014dcb5d582d60bca6a379e45a9041da,40330,salvador,BA
3203358dce6a6dd1a5d190113a70b68a,29d72fba272ad06ed0b2ac6351da042f,15015,sao jose do rio preto,SP
