geolocation_zip_code_prefix,geolocation_lat,geolocation_lng
2809,-23.56713519677996,-46.59148065015293
2814,-23.564895495700828,-46.59751401832187
2820,-23.579332292255764,-46.56616014002537
2837,-23.58809331611754,-46.57413014293956
2839,-23.57661403107515,-46.58098713930423
2840,-23.56069788990027,-46.579272670821396
2842,-23.559429750764604,-46.59069094463038
2845,-23.57530223036528,-46.582575108517524
2851,-23.580614242022037,-46.57295765973222
2854,-23.54552322093021,-46.59736256411219
2855,-23.549583352761264,-46.60726661878931
2857,-23.581625280599,-46.5693910664781
2859,-23.561938382739893,-46.58750505981303
2860,-23.599338171244746,-46.57884104079866
2861,-23.582626805441734,-46.585248113105145
2862,-23.585827714409337,-46.58605279141905
2871,-23.560511511512534,-46.59509146335628
2873,-23.547332158203,-46.594027718016044
2874,-23.551163777334185,-46.58722584756385
2877,-23.58474495679707,-46.5843028369336
2880,-23.582540263662114,-46.55201192048015
2882,-23.576585709965936,-46.55564304870451
2883,-23.597285186508174,-46.55673961350919
2916,-23.60311819233656,-46.54156058895492
2918,-23.605999617260103,-46.53405044018698
2925,-23.59970884762539,-46.526899855819686
2927,-23.59855326340231,-46.565759341797
2928,-23.607109016100157,-46.526172827485844
2929,-23.601626319175967,-46.55129622661436
2932,-23.60648067138897,-46.52604270953325
2934,-23.61166909163094,-46.537583103133
2936,-23.597075129942823,-46.57493019371178
2941,-23.59341027254891,-46.5303871357262
2951,-23.59081298112988,-46.55770414224707
2955,-23.59553550874257,-46.54976954232787
2960,-23.584644635205105,-46.54653635849762
2963,-23.602726426020066,-46.568958559524546
2965,-23.59274135942637,-46.538220844855424
2968,-23.60845261449014,-46.56111551457097
2969,-23.582330395070443,-46.55697093689357
2970,-23.5995379730798,-46.54321290605341
2972,-23.60629993810565,-46.53633207482184
2975,-23.587932111575945,-46.534597648623716
2976,-23.602774526227698,-46.55363287330484
2977,-23.558104723399,-46.55320589465281
2992,-23.543063948092843,-46.572847664031364
2993,-23.54183907744239,-46.56645575214958
2995,-23.559626053292146,-46.57116272592185
2996,-23.543005704137553,-46.57616880489346
2998,-23.560238556145574,-46.57264313416953
3001,-23.554336258682703,-46.56787910646866
3006,-23.56561554825157,-46.558430710712976
3009,-23.5445382603439,-46.57677814377628
3012,-23.58660617845811,-46.52747436816895
3015,-23.54423394644805,-46.55903661434591
3017,-23.576179306134215,-46.53525933166944
3018,-23.56912192092421,-46.567146463110625
3024,-23.572719419444372,-46.56757289093916
3026,-23.55293143658029,-46.55477184540369
3027,-23.544870130157623,-46.56792733028447
3028,-23.556430476256512,-46.57082193934881
3029,-23.56561554825157,-46.558430710712976
3031,-23.591462137145943,-46.527861922750425
3034,-23.552040867592016,-46.56065840536092
3035,-23.54531040550515,-46.577797962808006
3040,-23.582237134052754,-46.52444602039933
3047,-23.551977467943892,-46.55581364501703
3050,-23.564751636234945,-46.5568370249321
3051,-23.54133749792253,-46.570000136851384
3052,-23.558901590339907,-46.57315557591317
3057,-23.562872937272786,-46.56925304440536
3058,-23.572009121011014,-46.536701709965925
3059,-23.545384726697826,-46.585326612092885
3060,-23.56536682266218,-46.53928774318031
3061,-23.547367940302554,-46.56983687552653
3062,-23.54453932070659,-46.566481432113704
3063,-23.549572016100164,-46.5376941726297
3064,-23.554166877603997,-46.54113415805876
3065,-23.571066216486805,-46.52463849347912
3066,-23.558790970858087,-46.526349080212356
3068,-23.56497238911653,-46.51474140660168
3069,-23.55923982875525,-46.531963959201356
3077,-23.544309970858087,-46.541326054677114
3080,-23.54797592561604,-46.529595743551255
3084,-23.5718275700848,-46.52392445490215
3087,-23.57284214485403,-46.53203768556557
3088,-23.53247970635926,-46.521848310433406
3090,-23.553098938237518,-46.48424168051721
3102,-23.543187171792997,-46.5097342322985
3103,-23.54252380099833,-46.525228894396655
3106,-23.5543161268394,-46.511031792399976
3110,-23.542729170660767,-46.53017704741245
3111,-23.54215123841535,-46.48377344324541
3112,-23.5454910246985,-46.484764648075455
3115,-23.572665290493887,-46.495986475869856
3117,-23.57007872078598,-46.489569935887786
3118,-23.53775297362805,-46.536829108661784
3120,-23.530436392723214,-46.5104880364995
3121,-23.542669660430807,-46.50045149136886
3122,-23.530592095475804,-46.49171129724742
3124,-23.53046774049283,-46.54816587108314
3126,-23.52472722759531,-46.501855260343895
3127,-23.527375157261282,-46.48734802520721
3128,-23.52740780322003,-46.54377302262103
3129,-23.523568072162266,-46.4783439919499
3131,-23.52108960421836,-46.50995315459633
3132,-23.517951485429048,-46.492730077990636
3134,-23.51604151595593,-46.50094177684808
3138,-23.52521385706045,-46.510416445322896
3140,-23.5190685212704,-46.51862304903593
3142,-23.51985428864908,-46.50723871717929
3144,-23.53229493949449,-46.47549116472389
3147,-23.527545932788897,-46.50407823581082
3150,-23.525514778272424,-46.51467863177615
3152,-23.519452190951586,-46.53796365944375
3160,-23.535311008050083,-46.477885358589646
3161,-23.535849988426232,-46.47447839197293
3164,-23.5299342783773,-46.484378664175615
3165,-23.51445058979164,-46.5046681172601
3167,-23.51948823258697,-46.50235805092621
3168,-23.52269904552446,-46.52776486872936
3169,-23.521440583126545,-46.539749398840044
3170,-23.52164317208146,-46.549479813491814
3171,-23.52746614071786,-46.52541658006812
3172,-23.511236562622706,-46.525162544437215
3177,-23.50320300000001,-46.53147600000001
3178,-23.50159288037396,-46.507807246465426
3181,-23.515364263113852,-46.53290285068378
3182,-23.503717282110085,-46.510944604874055
3184,-23.505973322318894,-46.527699512209615
3185,-23.51297387735583,-46.555538668955386
3186,-23.496143405505155,-46.510738376074784
3187,-23.50744619095159,-46.50907286802471
3189,-23.504799248413768,-46.485618309828936
3190,-23.489234368051672,-46.50253783143728
3191,-23.506610050233725,-46.49166385567546
3193,-23.48690534646156,-46.469232531484536
3194,-23.489903126839394,-46.49137270760002
3195,-23.580734349899892,-46.40159802496211
3201,-23.491412601448413,-46.4906890269202
3203,-23.49359617513988,-46.48212197002136
3204,-23.511679774078132,-46.48641246058632
3205,-23.503555277829037,-46.4874679067459
3206,-23.601538210116463,-46.46167529433997
3209,-23.487259892867442,-46.47467482584107
3210,-23.49866696863639,-46.500913996249075
3211,-23.49215626005544,-46.4796997013676
3213,-23.51538985640011,-46.47668053666021
3220,-23.48668357540144,-46.46746268716547
3225,-23.586278479600658,-46.507600812655106
3227,-23.60342730391253,-46.48418163864039
3236,-23.605703225085147,-46.495957075768956
3237,-23.611069655837067,-46.4965064583646
3240,-23.59309242270184,-46.504757037884474
3244,-23.597831116567612,-46.490663033296826
3251,-23.61052061365343,-46.50573207077729
3254,-23.58860128642737,-46.51728011365342
3257,-23.60923019309885,-46.5181567368612
3260,-23.581579620318532,-46.51775998972821
3261,-23.603020223172308,-46.50312350474842
3264,-23.59105518512321,-46.51069385276128
3265,-23.594821233139072,-46.49853010429139
3266,-23.586718641410346,-46.50345702484272
3269,-23.61464233435089,-46.49575946970453
3270,-23.593827520399326,-46.513033827081784
3271,-23.591966039961942,-46.63789362337693
3273,-23.601531636123863,-46.64355371186365
3275,-23.592895824723808,-46.64770722861039
3279,-23.57347553478397,-46.650054835129225
3280,-23.61631822675859,-46.63870101635997
3281,-23.609056515407662,-46.66573189203073
3282,-23.59159374067853,-46.65337493983037
3286,-23.603943489035732,-46.64505999708581
3287,-23.60689500721336,-46.65624304677128
3288,-23.60609127254891,-46.663572541491135
3289,-23.602707503462444,-46.64264399999999
3294,-23.605763459057087,-46.661171651826365
3303,-23.58166713711117,-46.64180422883607
3304,-23.60823867395753,-46.639145836898486
3306,-23.61414168304573,-46.661489534133565
3307,-23.57805227032721,-46.648542970309826
3308,-23.610382984448105,-46.665144456691166
3309,-23.593813040798665,-46.640456470858076
3311,-23.61763890592578,-46.6389807441141
3312,-23.607672024150236,-46.638854177765616
3317,-23.60633373555358,-46.65208189841833
3318,-23.606837727451076,-46.650620168474795
3319,-23.61024643352188,-46.66243113350448
3320,-23.57605611379765,-46.64576846087478
3322,-23.610773322737817,-46.661151604214794
3325,-23.578084707744235,-46.65101215652954
3331,-23.5708977105142,-46.64915346156725
3333,-23.606910713271752,-46.646032193982066
3334,-23.58081297530149,-46.64585660713254
3336,-23.60148851096427,-46.643561193173284
3337,-23.575219212193705,-46.63945744987875
3340,-23.603432081597337,-46.62101180780768
3343,-23.588086243407012,-46.626312929222706
3345,-23.620429959201328,-46.6346870306711
3349,-23.608177619436894,-46.63262013289869
3350,-23.597426126839395,-46.63495279239997
3356,-23.63543259027585,-46.616311814556816
3357,-23.61618441104507,-46.62368326311386
3359,-23.659473572854754,-46.61412462960936
3361,-23.61219143474977,-46.62914743721697
3362,-23.6035116880374,-46.6301791984534
3363,-23.604147450458765,-46.635040514426706
3364,-23.696056209848734,-46.64251362191582
3366,-23.63216167415893,-46.61947210644006
3367,-23.591998581741553,-46.62523901096426
3370,-23.5739655,-46.639111499999984
3372,-23.59188125728548,-46.62285299999999
3374,-23.602843844018693,-46.62088215168213
3378,-23.648861064112182,-46.59935283680532
3382,-23.611431415488482,-46.6300445342778
3384,-23.60832264363205,-46.62441995850882
3386,-23.579096479600665,-46.636608415488475
3389,-23.628374570633067,-46.60583478628315
3390,-23.602512876767282,-46.620779170004
3401,-23.575904530413705,-46.63946085092979
3402,-23.60740552349647,-46.6326320344736
3407,-23.584004506672372,-46.63106064546368
3408,-23.621168629753583,-46.630592733135224
3410,-23.583719503750906,-46.62472041618096
3416,-23.582669731057766,-46.60452168206477
3417,-23.599506583126537,-46.60601568665242
3422,-23.58947504079866,-46.59778317095629
3423,-23.59517481709849,-46.59971980350849
3426,-23.584870540106177,-46.60556036900565
3428,-23.59487245268046,-46.609450155981314
3429,-23.601854431843233,-46.60487924487993
3431,-23.61493867055225,-46.595505792948245
3434,-23.623159997778288,-46.60360603926944
3437,-23.62450691396921,-46.593256013580245
3441,-23.57652779156327,-46.606359876218995
3445,-23.606345922846064,-46.60431969011488
3448,-23.62470375240461,-46.5863911816427
3449,-23.621298213976644,-46.61707660851754
3452,-23.621852242022022,-46.6036482835132
3460,-23.571288864409176,-46.60678042373084
3461,-23.61055731556929,-46.6117784372728
3462,-23.613795000000003,-46.591141500000006
3470,-23.59735325963441,-46.604999662753016
3471,-23.592862540106182,-46.599930350683785
3475,-23.62265225070694,-46.58742960045746
3476,-23.583580155981288,-46.603243598245754
3477,-23.619157588412147,-46.58961480894779
3478,-23.63464472078597,-46.59035176824976
3480,-23.597860271150555,-46.59939648144286
3502,-23.60875405744709,-46.60142458159731
3503,-23.577013445467106,-46.60603873688615
3504,-23.63661590896761,-46.660170227306864
3507,-23.632434460730554,-46.639856515119206
3508,-23.638745096024056,-46.63506210214089
3511,-23.62171963113857,-46.6380601501529
3513,-23.621410159318128,-46.63209698159497
3514,-23.64317132500434,-46.65255346641468
3515,-23.650708892867442,-46.638332193173284
3517,-23.646927772404684,-46.66406725976698
3520,-23.63875285873389,-46.64564992131685
3521,-23.620768480985646,-46.63623250582839
3525,-23.64600014239129,-46.66881091895094
3526,-23.632475709965934,-46.640871995556594
3530,-23.620768480985646,-46.63623250582839
3531,-23.63874234192172,-46.631802471575526
3533,-23.622105394396648,-46.63315445337295
3542,-23.635683136274448,-46.65851207369149
3543,-23.6285996128167,-46.63964040452422
3547,-23.64469956020113,-46.63232479354853
3548,-23.647538568176362,-46.6491293644175
3550,-23.637908113397266,-46.635818162731255
3551,-23.647421242570292,-46.664886526631726
3553,-23.633148489035722,-46.65755149417163
3554,-23.62187458006812,-46.635631155981294
3558,-23.6517600910324,-46.67056245669116
3560,-23.647729023313516,-46.642158057591296
3561,-23.64894084901035,-46.64268840244673
3562,-23.649136051618708,-46.66314424438796
3563,-23.659975048012022,-46.65313958174154
3564,-23.62692260560335,-46.63951840161002
3565,-23.67156652345776,-46.640691455594656
3567,-23.69195461503841,-46.67294404579032
3568,-23.67135289312725,-46.67694757299897
3569,-23.690463604480296,-46.67813381554541
3570,-23.69003608575227,-46.686838192048114
3572,-23.686695646783857,-46.66195877975117
3573,-23.672002524567016,-46.66913364026611
3575,-23.692816236193647,-46.677840638207705
3578,-23.684011061342225,-46.6793969141035
3579,-23.69310875269785,-46.65600651220503
3581,-23.70155127615559,-46.63397742423106
3582,-23.684751650008693,-46.668740747013686
3585,-23.66936671694522,-46.662380174264925
3586,-23.692898849847086,-46.673426462115536
3587,-23.67576223175026,-46.6577844461596
3589,-23.69458493060769,-46.65868937662306
3590,-23.676536126839395,-46.632802850683824
3605,-23.703704287264088,-46.63483367692889
3612,-23.68089917790984,-46.681230195394974
3613,-23.67363493259273,-46.6559916461388
3616,-23.694172575076465,-46.66783831057762
3627,-23.67294031779099,-46.65826825659298
3630,-23.67319847821569,-46.63452024271453
3631,-23.687181628916868,-46.67230611434589
3632,-23.676068709593448,-46.65056673754582
3633,-23.67579462753189,-46.64541145268046
3635,-23.686423763806356,-46.68231412975359
3638,-23.69773406050551,-46.64552433527611
3639,-23.604755332506162,-46.68184855482135
3641,-23.59122514793121,-46.67113939301167
3643,-23.5979505,-46.6623585
3644,-23.58925151762936,-46.6715131917883
3646,-23.596207962808013,-46.670906975301506
3647,-23.58327141104508,-46.6801838598304
3650,-23.596391210658425,-46.672247713572645
3651,-23.59695291978765,-46.680618295169964
3654,-23.606558618242694,-46.69118795761753
3655,-23.57970578711987,-46.67608528183976
3658,-23.58627261226844,-46.682738229672786
