product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
8983a3b149303c013fceabef902e835a,computers_accessories,39.0,1193.0,3.0,450.0,16.0,3.0,15.0
dc404a1496a08f9f5540c8b5d4b92925,toys,46.0,753.0,2.0,1582.0,31.0,31.0,35.0
2d063994ae4667cff3d6841e9d441d1d,home_appliances_2,60.0,715.0,2.0,2750.0,25.0,15.0,25.0
24619f43ab25b60db576926fd78edd39,pet_shop,39.0,585.0,5.0,18800.0,55.0,45.0,35.0
9afaad66aca8b0c79e4f084a89c9c92b,telephony,44.0,965.0,3.0,150.0,20.0,7.0,14.0
a1efabfd513c691eeb2650e5f04e5cb6,sports_leisure,42.0,779.0,2.0,600.0,16.0,23.0,11.0
42bf9ee410b1247f0223626107834b87,sports_leisure,46.0,1846.0,1.0,1350.0,20.0,30.0,20.0
ea1d9847778160f2d0c74950812fd8d0,auto,57.0,370.0,1.0,5600.0,30.0,25.0,25.0
5322d72e04acadda01cd9c274b4af288,garden_tools,37.0,226.0,1.0,400.0,25.0,5.0,11.0
8e630a6101b33d99671d79b67b87052d,home_confort,57.0,217.0,3.0,10900.0,50.0,30.0,40.0
3ffc8b6c3ae2afbf307cbd802bfb5e4c,baby,52.0,233.0,1.0,8950.0,41.0,40.0,40.0
9c1f132d460c48b30f756f3585d4a894,sports_leisure,49.0,222.0,1.0,975.0,19.0,20.0,15.0
5c134d92a99c77b568ae488b28a04c45,construction_tools_safety,59.0,1812.0,4.0,200.0,16.0,16.0,16.0
06edb72f1e0c64b14c5b79353f7abea3,bed_bath_table,39.0,161.0,2.0,350.0,25.0,8.0,19.0
2ea92fab7565c4fe9f91a5e4e1756258,stationery,55.0,178.0,3.0,10600.0,60.0,20.0,29.0
575889c312f07612d39648ea61253cd5,telephony,45.0,169.0,1.0,250.0,16.0,6.0,11.0
56fd30e18420cb9a5a50c718168fa660,garden_tools,62.0,2167.0,3.0,700.0,16.0,17.0,16.0
c94d19d021d4a8fbae5a45f904aeea90,furniture_living_room,34.0,612.0,4.0,9750.0,27.0,15.0,92.0
9f1c3e71d56894398a42b050b07f1baa,cool_stuff,25.0,176.0,1.0,163.0,17.0,11.0,13.0
59bcfc096cb9fa35b5c5294582c78486,health_beauty,27.0,524.0,1.0,3500.0,35.0,30.0,15.0
b00a32a0b42fd65efb58a5822009f629,baby,58.0,398.0,3.0,238.0,20.0,10.0,15.0
ace1e48f1eaabcd539235e93e361133b,furniture_decor,29.0,356.0,3.0,400.0,25.0,5.0,17.0
14dffa241a078aeaebaef48a49e807ca,baby,43.0,746.0,4.0,250.0,16.0,7.0,11.0
cb2047bfd317b05f62cf761708397641,electronics,20.0,148.0,1.0,100.0,23.0,8.0,11.0
389d119b48cf3043d311335e499d9c6b,garden_tools,59.0,341.0,2.0,1750.0,37.0,22.0,40.0
d60c281a9b31d5342030a89846998c5a,bed_bath_table,59.0,335.0,3.0,2550.0,53.0,23.0,48.0
11ea7ef0494533fd1015c7140874cf0e,housewares,55.0,2660.0,1.0,850.0,43.0,5.0,24.0
0d85c435fd60b277ffb9e9b0f88f927a,computers_accessories,60.0,919.0,1.0,150.0,16.0,13.0,14.0
ad53b56bfd80cb8adc160a3deaa239b9,telephony,53.0,2178.0,2.0,500.0,23.0,7.0,15.0
154e7e31ebfa092203795c972e5804a6,health_beauty,48.0,575.0,1.0,100.0,20.0,15.0,15.0
eaa26a34984cbfedc19b1e45f09f3c9a,cool_stuff,49.0,214.0,2.0,422.0,18.0,12.0,15.0
d636661ff9dbdf576019c25999974ef9,furniture_decor,40.0,452.0,1.0,7600.0,85.0,10.0,23.0
9cb42a0117f7a4098d69936a6e772481,telephony,39.0,365.0,13.0,100.0,16.0,3.0,11.0
e2e426d1332240070b0a836a854d057b,bed_bath_table,57.0,701.0,2.0,1100.0,50.0,12.0,12.0
98a8c2fa16d7239c606640f5555768e4,garden_tools,39.0,500.0,1.0,8325.0,43.0,14.0,33.0
1176fc831c22bd69f919a091f888fd65,office_furniture,37.0,487.0,1.0,2200.0,50.0,8.0,32.0
91025258cde9e3ab5c55b59dbc77cde2,construction_tools_construction,32.0,424.0,1.0,333.0,25.0,11.0,19.0
af2f3030914ae3eaf70ebc74ecdb8c1c,sports_leisure,34.0,1260.0,5.0,825.0,40.0,15.0,15.0
601a360bd2a916ecef0e88de72a6531a,cool_stuff,33.0,897.0,1.0,1600.0,42.0,25.0,15.0
1162c818d0d0f9f4887164cd636bd760,housewares,55.0,1776.0,2.0,1150.0,50.0,10.0,35.0
cbc4a99acf6db47e07c3f743d1a4045e,computers_accessories,55.0,311.0,5.0,4450.0,19.0,23.0,19.0
9739d07ec835e1c66eedb9a6df402bd5,cool_stuff,44.0,354.0,5.0,900.0,43.0,21.0,26.0
0b0c04563408d8d1187cdbd6292a89fa,fashion_bags_accessories,34.0,222.0,2.0,3400.0,20.0,50.0,40.0
ab330e1b64fde92d3b4d4d6980a38576,stationery,18.0,346.0,2.0,150.0,16.0,5.0,15.0
9abb00920aae319ef9eba674b7d2e6ff,baby,35.0,2395.0,1.0,350.0,19.0,14.0,12.0
0ff3339eba4028a9dc569a61229c465a,computers_accessories,50.0,801.0,5.0,100.0,16.0,4.0,14.0
b369e02eda28d74a9bd658415b08d7fb,stationery,42.0,173.0,2.0,700.0,36.0,6.0,29.0
3dd2a17168ec895c781a9191c1e95ad7,computers_accessories,48.0,894.0,1.0,533.0,22.0,11.0,20.0
5ef700515181623872771a16d1371cd4,home_construction,35.0,504.0,1.0,12250.0,20.0,30.0,20.0
e89d4c89630fcc709f93fece786bb06d,health_beauty,52.0,910.0,1.0,350.0,30.0,20.0,30.0
3abefa3ab32440bb6f5937c65c6652f8,perfumery,39.0,522.0,2.0,127.0,14.0,16.0,12.0
33900d427fa4bd3f509cdacda72e84a3,la_cuisine,52.0,287.0,1.0,2450.0,81.0,7.0,40.0
6eb70dfb283dc3f645ed7b03c990dc72,audio,31.0,251.0,2.0,343.0,19.0,11.0,13.0
f2c9d536b8a34c1b35f443f31290c2ce,telephony,52.0,670.0,1.0,500.0,16.0,10.0,11.0
b30d7b0adcdc4a117f455472548155ec,home_appliances,60.0,1014.0,4.0,150.0,30.0,10.0,15.0
9a7c0784b8058269d176b3089c946ed0,bed_bath_table,54.0,629.0,2.0,900.0,16.0,10.0,16.0
afdcebff326be8196c01b6ac2758fce1,auto,59.0,352.0,1.0,300.0,16.0,3.0,11.0
67c3a22492bcb6677d6ee56b8516f537,luggage_accessories,59.0,320.0,1.0,900.0,22.0,46.0,39.0
253ef56cd52d920f8066748da224c5eb,health_beauty,47.0,1936.0,1.0,450.0,26.0,11.0,11.0
d285360f29ac7fd97640bf0baef03de0,watches_gifts,46.0,501.0,4.0,363.0,18.0,13.0,13.0
25bf7c5e5f9d008845212122805014e5,bed_bath_table,51.0,121.0,1.0,300.0,40.0,4.0,30.0
fc1d8637c0268af3db482c14b7ef8e75,bed_bath_table,60.0,269.0,1.0,1700.0,34.0,7.0,32.0
7c0ff36de8af6f43eabd036729ff64a1,watches_gifts,57.0,373.0,8.0,100.0,16.0,2.0,20.0
eb46bd8f6499638557d2daf6874d14db,computers_accessories,38.0,455.0,1.0,850.0,26.0,18.0,20.0
e82b2802625252b6d72b3e1d36f82670,stationery,52.0,276.0,3.0,150.0,20.0,20.0,20.0
d5e17af4e0c9b0def251a1c9d2b0eaa2,construction_tools_safety,48.0,382.0,1.0,334.0,17.0,12.0,13.0
96d6c71675adc35bcf32f970cdffe2d6,telephony,32.0,366.0,3.0,167.0,18.0,4.0,11.0
801a8823d2fb3157110897e1af035a5d,small_appliances,47.0,776.0,6.0,1250.0,24.0,20.0,25.0
e729528d0513c6dfec158a515a47187b,sports_leisure,56.0,574.0,4.0,5850.0,90.0,20.0,20.0
fcf6ad274391aea29f5d6e5ef9da5050,pet_shop,51.0,1592.0,2.0,513.0,19.0,15.0,18.0
b795524e6ddbae40e910d169242dbcd7,pet_shop,37.0,993.0,1.0,513.0,23.0,27.0,21.0
cfba4923dc05bdeee56a049ae75d078a,cool_stuff,56.0,3035.0,1.0,1419.0,29.0,12.0,14.0
896a64a7f34cdfef2c60ce59fa2a148f,perfumery,50.0,899.0,3.0,800.0,38.0,13.0,22.0
a41d9e51c365f6e2f5eb1f98fa4097eb,health_beauty,47.0,405.0,2.0,150.0,20.0,20.0,20.0
0134eb6b933b7ebc0f9e24ae5abefaa0,home_appliances,58.0,290.0,1.0,1150.0,55.0,19.0,46.0
1ec486885049bbb9b79351d150ed18c4,fashion_bags_accessories,36.0,412.0,5.0,100.0,16.0,5.0,20.0
183c95ad186f48c320bbac4643829d3f,fashion_bags_accessories,36.0,412.0,5.0,150.0,16.0,5.0,20.0
5d66715cc928aadd0074f61332698593,electronics,52.0,390.0,1.0,150.0,20.0,13.0,18.0
fa3bc8d73fe3b0ec061190651433a417,sports_leisure,29.0,518.0,2.0,1500.0,36.0,6.0,26.0
cc971e0365873137b8bef2ebad633e6f,cool_stuff,54.0,1001.0,1.0,2400.0,42.0,25.0,15.0
fbc1488c1a1e72ba175f53ab29a248e8,perfumery,27.0,311.0,1.0,560.0,19.0,13.0,17.0
ca7a479258a82d50745a75fc9a916475,auto,59.0,2032.0,6.0,1775.0,42.0,28.0,31.0
f71973c922ccaab05514a36a8bc741b8,luggage_accessories,47.0,482.0,2.0,16100.0,35.0,65.0,44.0
6cdd53843498f92890544667809f1595,health_beauty,51.0,625.0,1.0,900.0,25.0,12.0,38.0
41fbde40144efcd09db07250981d7b93,auto,51.0,840.0,1.0,5500.0,45.0,20.0,45.0
608e8b2a725333b7f6c8cec028b90698,bed_bath_table,56.0,1591.0,1.0,200.0,21.0,8.0,12.0
d938bcfd149a626da38febbe8a669a9e,health_beauty,62.0,2792.0,3.0,2500.0,16.0,16.0,15.0
19421075ae0b585f2dc13ff149e2119d,sports_leisure,32.0,1797.0,1.0,150.0,16.0,16.0,11.0
1fcbdcb14ed564faddf72bbcef855036,construction_tools_lights,53.0,1146.0,3.0,300.0,16.0,10.0,16.0
16ed6a6e3fce23b741650437fe58d65b,housewares,49.0,1226.0,1.0,750.0,35.0,15.0,35.0
0602bc6086443c4e9b9e5ba88119ce08,perfumery,32.0,219.0,1.0,133.0,21.0,12.0,19.0
aba86c093ccdbac75b09111d57e50004,office_furniture,41.0,154.0,1.0,2600.0,40.0,45.0,39.0
89f055104adb9365d7f7b5c475f77742,health_beauty,38.0,395.0,1.0,114.0,19.0,16.0,17.0
b395922ca8e9ba82b2a81822968d0cf5,furniture_decor,56.0,297.0,2.0,800.0,100.0,5.0,20.0
58b0b0b3e6b7f8ecd3874db9c141250d,toys,58.0,2876.0,4.0,850.0,25.0,55.0,25.0
fb3d9b25b111fc87a868c07e66489cae,health_beauty,52.0,2460.0,3.0,775.0,18.0,19.0,15.0
3d5837f86205fe83f03fb5f7e4d5b9cf,toys,42.0,1002.0,4.0,1017.0,37.0,5.0,37.0
8163c8c2e8dc7cc8c93d1b30a2e7428b,garden_tools,58.0,2083.0,5.0,2375.0,33.0,18.0,22.0
c20a3f598c16d77249da67e81caa8317,housewares,57.0,529.0,4.0,575.0,16.0,18.0,12.0
817e1c2d22418c36386406ccacfa53e8,furniture_decor,37.0,267.0,1.0,2750.0,50.0,50.0,16.0
422879e10f46682990de24d770e7f83d,garden_tools,56.0,348.0,2.0,1550.0,30.0,22.0,30.0
134a6fc4a713a799266ebd6a4f4008d4,sports_leisure,47.0,900.0,1.0,117.0,16.0,14.0,16.0
50d77758742285ff49f340ebdf0df5a7,home_appliances,56.0,953.0,3.0,500.0,30.0,12.0,17.0
94f49b07158ceba23362f72f24e04962,cool_stuff,56.0,934.0,1.0,2200.0,42.0,25.0,15.0
bfc121a2f5d97868f3a02ae6c5b5f5a2,bed_bath_table,44.0,167.0,1.0,1850.0,47.0,7.0,35.0
cd9dfd413f60d6cdb25aa4a3e1960e59,books_technical,55.0,2085.0,1.0,1900.0,27.0,7.0,20.0
13befae9b3fb34c439cf4744fd18dfa7,bed_bath_table,43.0,124.0,1.0,250.0,40.0,4.0,30.0
0c71252f37443403376d2008034a7240,pet_shop,41.0,947.0,1.0,156.0,18.0,10.0,14.0
c40b4d64d9a3328382ec1fc2948c4af0,telephony,30.0,797.0,1.0,100.0,17.0,5.0,12.0
f35927953ed82e19d06ad3aac2f06353,books_general_interest,39.0,724.0,1.0,450.0,20.0,20.0,20.0
cd0c6e2f80f5a0ea7e366b01bcb66154,telephony,57.0,598.0,1.0,200.0,19.0,4.0,11.0
cda8b52b3a3d0574a74b18bc73da024f,furniture_decor,50.0,235.0,3.0,1450.0,30.0,35.0,30.0
2ff995aead9c63a1f37a07b3664ead37,furniture_living_room,45.0,353.0,1.0,7500.0,61.0,11.0,46.0
fc8595227785863846b7daa2ae3f2c9b,health_beauty,60.0,886.0,1.0,400.0,20.0,12.0,12.0
c9341fe3a3cf071d813a92b6b012efde,housewares,55.0,1899.0,1.0,700.0,17.0,9.0,17.0
aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,44.0,903.0,6.0,2600.0,50.0,10.0,30.0
d22bbc02259111e107ee7916637d4791,sports_leisure,58.0,1074.0,5.0,700.0,16.0,11.0,11.0
2a46d3a8cb337e4c4b5db2d6df599cea,electronics,53.0,1011.0,3.0,5200.0,20.0,15.0,13.0
341d85d688ecc3353cf2a968e7ad0dbf,health_beauty,47.0,554.0,1.0,350.0,16.0,10.0,20.0
616968e81dfe76aade96cd6f673b6d24,sports_leisure,31.0,534.0,1.0,501.0,23.0,18.0,17.0
cd48f265a63e13b762601f5f794c5fca,drinks,48.0,859.0,3.0,175.0,23.0,21.0,21.0
e67307ff0f15ade43fcb6e670be7a74c,health_beauty,47.0,1474.0,3.0,150.0,43.0,13.0,14.0
4ac50dbde931c0a5ed8c33d3dc047351,health_beauty,33.0,1087.0,1.0,600.0,28.0,11.0,26.0
7a8eb3bd149ed8073f9a9db5ea1fafd9,office_furniture,59.0,603.0,1.0,9350.0,52.0,51.0,17.0
ce6f74096c84567f22728c84f3d6e7fc,bed_bath_table,60.0,352.0,2.0,1300.0,30.0,10.0,30.0
b48d3e49914549b781c0b59f819b398e,health_beauty,24.0,338.0,2.0,1200.0,20.0,20.0,20.0
c389f712c4b4510bc997cee93e8b1a28,luggage_accessories,41.0,500.0,1.0,2965.0,41.0,27.0,34.0
e2de41d7036bd95cd37a7a9f4949024f,construction_tools_construction,35.0,234.0,2.0,350.0,16.0,7.0,11.0
d00f6c52d2730de05fb409f09ab6e732,housewares,53.0,167.0,1.0,2150.0,30.0,19.0,25.0
41311fd6316a50a9ff4ac5bfca1b910b,sports_leisure,38.0,1936.0,1.0,700.0,18.0,18.0,18.0
f8ddde5f054858a4316860ee89414db1,bed_bath_table,58.0,617.0,2.0,350.0,47.0,4.0,35.0
8b45810da2ef9860496d56f62435fc40,bed_bath_table,51.0,626.0,2.0,800.0,16.0,10.0,16.0
43ee88561093499d9e571d4db5f20b79,furniture_decor,39.0,161.0,3.0,200.0,20.0,20.0,20.0
3ab181ea2f9cc4be74bad27ef8a03492,bed_bath_table,57.0,293.0,1.0,3650.0,40.0,10.0,30.0
a8e35f118bd7f9b1d38fc786b555d210,fashion_male_clothing,55.0,1241.0,2.0,500.0,16.0,2.0,20.0
feee7d52babf4002f100a79183eb7989,health_beauty,51.0,2453.0,1.0,430.0,17.0,13.0,13.0
381c84a4eb64a931d793f69112d5a34c,computers_accessories,53.0,814.0,4.0,2050.0,20.0,10.0,20.0
338bf1554cc911be551275c6c6c396c7,housewares,35.0,347.0,2.0,1400.0,21.0,40.0,21.0
6e1b14d3cbb5fb3a2c00351007127dfd,cool_stuff,55.0,985.0,1.0,1625.0,44.0,24.0,32.0
437c05a395e9e47f9762e677a7068ce7,health_beauty,40.0,409.0,1.0,1110.0,19.0,11.0,18.0
8b143abcb9481c99c2fbf0adbc987f54,cool_stuff,50.0,650.0,1.0,200.0,20.0,20.0,20.0
59fe488ea6ac9439bc86663f4a564c23,telephony,43.0,299.0,1.0,275.0,18.0,4.0,12.0
f2260011ffd0ed4238e48fc8dc2319de,small_appliances,54.0,726.0,5.0,17600.0,28.0,35.0,50.0
c6dd917a0be2a704582055949915ab32,cool_stuff,54.0,1012.0,1.0,1200.0,42.0,25.0,15.0
f142a5ca78eb112cafbcf29f9a43eca7,telephony,58.0,298.0,1.0,50.0,20.0,20.0,20.0
1127c7ede26c4c4d41eb80848d0bdb32,furniture_decor,48.0,525.0,1.0,1550.0,30.0,30.0,30.0
ec5a5cf28e0fbef0c5391157203ab8ce,cool_stuff,57.0,1407.0,4.0,188.0,16.0,9.0,14.0
6e835aea84ae8eb68b8c14878dd43b30,sports_leisure,48.0,831.0,1.0,2350.0,20.0,20.0,20.0
49cd59957f1c81427ca0b2edf5696969,baby,33.0,55.0,2.0,400.0,25.0,10.0,30.0
d68e8addce6282d07c77214c6acc8885,auto,50.0,1224.0,4.0,200.0,16.0,9.0,15.0
b01d34f6d2545269d348181768eca049,watches_gifts,59.0,112.0,2.0,150.0,16.0,2.0,11.0
09b0d15a8cc9a84e7af7e0225f67dc45,furniture_decor,52.0,252.0,1.0,1400.0,20.0,20.0,20.0
d02e5b014cc50a42a3ede0b3dc1fc63e,housewares,44.0,203.0,1.0,1100.0,19.0,22.0,19.0
d1b5b0f59a008dc63de7a7146326c0d9,books_general_interest,36.0,1176.0,1.0,500.0,23.0,2.0,16.0
dd32399c79aa851dc98bfcfdd385700f,bed_bath_table,60.0,828.0,2.0,350.0,50.0,5.0,70.0
9ff668529410eefd5bca723acb4834c1,furniture_decor,59.0,439.0,1.0,1800.0,30.0,6.0,20.0
24bc2932a12c983f8e76d828b65cf39b,health_beauty,12.0,2411.0,1.0,380.0,17.0,11.0,13.0
b60856ce32d90658dbf99b9485327c25,electronics,40.0,429.0,1.0,150.0,25.0,7.0,16.0
5016388edcd982069aa2d39a8a878da7,sports_leisure,33.0,201.0,1.0,22800.0,65.0,50.0,42.0
41c24b8ce92d1a2cac62db5edfd088b2,watches_gifts,27.0,178.0,1.0,314.0,18.0,11.0,14.0
34dcd1a460194e9a114524a6ec0ad39e,toys,39.0,1223.0,1.0,350.0,17.0,15.0,12.0
cfbd9afef85eecef5aecf32844d2bc07,toys,60.0,145.0,5.0,4450.0,39.0,30.0,29.0
e9eebb8e8ba0fadb9020f8ba1c003b48,perfumery,36.0,210.0,1.0,541.0,21.0,15.0,16.0
af667947a84d9ff9d326b60ab75d1ae2,telephony,54.0,363.0,1.0,150.0,19.0,13.0,16.0
9bfc55df037ce3ac01bfd84781adf7e5,audio,45.0,1654.0,3.0,530.0,19.0,14.0,15.0
d3d2f358e7e92dbbbc0a37d0b7435253,housewares,58.0,2108.0,1.0,2400.0,34.0,31.0,24.0
878446a0acbf50aaffcad66218c018ea,bed_bath_table,58.0,166.0,1.0,3450.0,39.0,12.0,33.0
694f7daacd749d7bde487e0f9675c5b8,luggage_accessories,55.0,1002.0,8.0,850.0,30.0,15.0,15.0
b0c2a004d315a5ba0b19584393ac478c,bed_bath_table,51.0,220.0,1.0,2100.0,30.0,5.0,30.0
7a33dd7b3c419e24dc196f7381b49f32,fashion_bags_accessories,36.0,1356.0,4.0,150.0,16.0,6.0,11.0
36f60d45225e60c7da4558b070ce4b60,computers_accessories,33.0,300.0,1.0,207.0,19.0,11.0,14.0
9324d11d98d73e980e13fbd30569e9e4,pet_shop,55.0,1501.0,2.0,875.0,26.0,19.0,23.0
c3097e07a0a5de0d4b4c836d90c5a284,electronics,43.0,425.0,1.0,200.0,22.0,11.0,16.0
8fc803c7d0a99a53798c7896a7c1e93c,housewares,41.0,786.0,3.0,2600.0,40.0,21.0,25.0
ba2c575c1739bce3944c1480d5ca934b,furniture_decor,59.0,573.0,4.0,14550.0,40.0,40.0,40.0
ad0e74d7a7848008daa87492dff8db9f,auto,57.0,1631.0,3.0,500.0,16.0,21.0,18.0
c1488892604e4ba5cff5b4eb4d595400,furniture_decor,59.0,426.0,2.0,1400.0,32.0,6.0,28.0
